id,code,type,lang,text,category
104,CO-FA-*-*-*-*,CO,DE,Berater: Ich begrüße Sie im Namen unserer Beratungstelle bei der Chatberatung und danke Ihnen im Voraus für ihr Vertrauen,Formalities at the beginning/Opening of the conversation
105,CO-FA-*-*-*-*,CO,DE,"Berater: Ich bin heute dein Berater, willkommen bei der Chatberatung und danke für deinen Mut, zu uns gefunden zu haben",Formalities at the beginning/Opening of the conversation
106,CO-FA-*-*-*-*,CO,DE,Berater: Ich darf Sie als Ihre Beraterin begrüßen,Formalities at the beginning/Opening of the conversation
107,CO-FA-*-*-*-*,CO,DE,Berater: Ich darf Sie heute als ihre Beraterin begrüßen und hoffe auf eine erfolgreiche Beratung,Formalities at the beginning/Opening of the conversation
108,CO-FA-*-*-*-*,CO,DE,Berater: Ich habe deinen Erfahrungsbericht gelesen. Ich wollte einfach mal nachfragen,Formalities at the beginning/Opening of the conversation
109,CO-FA-*-*-*-*,CO,DE,"Berater: Ich habe gelesen, dass dein Konsum wieder ausgeartet ist und ein kontrollierter Konsum bei dir nicht klappt. Wenn du möchtest, können wir gerne darüber sprechen.",Formalities at the beginning/Opening of the conversation
110,CO-FA-*-*-*-*,CO,DE,"Berater: Ich habe im Kanal gelesen, dass du auch ein Suchtproblem hast. Wenn du möchtest, können wir uns gerne über dein Konsum sprechen!",Formalities at the beginning/Opening of the conversation
111,CO-FA-*-*-*-*,CO,DE,Berater: Ich habe von deinen Beitrag gelesen. Wie gehts dir aktuell mit deinem Konsum?,Formalities at the beginning/Opening of the conversation
112,CO-FA-*-*-*-*,CO,DE,Berater: Ich heiße dich herzlich Willkommen,Formalities at the beginning/Opening of the conversation
113,CO-FA-*-*-*-*,CO,DE,"Berater: Ich hoffe, es ist in Ordnung, dass wir dich anschreiben.",Formalities at the beginning/Opening of the conversation
114,CO-FA-*-*-*-*,CO,DE,"Berater: Ich werde heute deine Beraterin sein und versuchen, dir bei deinem Anliegen zu helfen",Formalities at the beginning/Opening of the conversation
115,CO-FA-*-*-*-*,CO,DE,Berater: Ich würde dich gerne als deine Beraterin unterstützen,Formalities at the beginning/Opening of the conversation
116,CO-FA-*-*-*-*,CO,DE,Berater: Ich würde gerne als Ihre Beraterin Ihnen bei ihrem Problem helfen,Formalities at the beginning/Opening of the conversation
117,CO-FA-*-*-*-*,CO,DE,"Berater: liebe Tobias, herzlich willkommen.",Formalities at the beginning/Opening of the conversation
118,CO-FA-*-*-*-*,CO,DE,"Berater: Liebe Jonas, ich bin Lea aus dem Johanna Beratungsteam",Formalities at the beginning/Opening of the conversation
119,CO-FA-*-*-*-*,CO,DE,"Berater: Liebe Emma, ich bin Jonas und möchte gerne auf deine Frage antworten.",Formalities at the beginning/Opening of the conversation
120,CO-FA-*-*-*-*,CO,DE,"Berater: Liebe Anna, vielen Dank, dass Du dieses Thema eröffnet hast",Formalities at the beginning/Opening of the conversation
121,CO-FA-*-*-*-*,CO,DE,"Berater: Liebe Anna, vielen Dank, dass du hier ein neues Thema eröffnet und von deiner Situation erzählt hast. Mein Name ist Laura und ich bin eine der Beraterinnen hier.",Formalities at the beginning/Opening of the conversation
122,CO-FA-*-*-*-*,CO,DE,"Berater: Liebe/r Felix, mein Name ist Leon und auch ich will dich hier im Forum willkommen heißen – schön, dass du zu uns gefunden hast!",Formalities at the beginning/Opening of the conversation
123,CO-FA-*-*-*-*,CO,DE,Berater: Lieber Max,Formalities at the beginning/Opening of the conversation
124,CO-FA-*-*-*-*,CO,DE,"Berater: Lieber Leon, ich bin Laura aus dem Beratungsteam",Formalities at the beginning/Opening of the conversation
125,CO-FA-*-*-*-*,CO,DE,"Berater: Schön, dass Sie da sind",Formalities at the beginning/Opening of the conversation
126,CO-FA-*-*-*-*,CO,DE,Berater: Schönen Guten Morgen,Formalities at the beginning/Opening of the conversation
127,CO-FA-*-*-*-*,CO,DE,Berater: Servus Lea,Formalities at the beginning/Opening of the conversation
128,CO-FA-*-*-*-*,CO,DE,"Berater: Wenn du mal Infos zu Safer Use möchtest, kannst du dich gerne bei uns melden.",Formalities at the beginning/Opening of the conversation
129,CO-FA-*-*-*-*,CO,DE,Berater: Wie kann ich dir heute helfen?,Formalities at the beginning/Opening of the conversation
130,CO-FA-*-*-*-*,CO,DE,"Berater: Willkommen bei der Chatberatung, mit wem spreche ich?",Formalities at the beginning/Opening of the conversation
131,CO-FA-*-*-*-*,CO,DE,"Berater: Willkommen bei unserer Chatberatung und danke für das Vertrauen, dass sie uns entgegenbringen",Formalities at the beginning/Opening of the conversation
132,CO-FA-*-*-*-*,CO,DE,"Berater: Willkommen in unserer Beratungsstelle, bei welchem Anliegen kann ich Sie unterstützen?",Formalities at the beginning/Opening of the conversation
133,CO-FA-*-*-*-*,CO,DE,"Berater: Wir haben gelesen, dass du psychisch belastet bist. Wenn du möchtest, kannst du gerne mit uns darüber sprechen.",Formalities at the beginning/Opening of the conversation
134,CO-FC-*-*-OPR-*,CO,DE,Berater: Bei weiteren Fragen kannst du dich gern wieder an das Forum oder an unser persönliches Beratungsangebot in Cottbus wenden,Formalities for conclusion and farewell->Offer to use the counselor's professional resources
135,CO-FC-*-*-OPR-*,CO,DE,Berater: Du kannst dich also jederzeit melden egal was ist.,Formalities for conclusion and farewell->Offer to use the counselor's professional resources
136,CO-FC-*-*-OPR-*,CO,DE,"Berater: Du kannst natürlich jederzeit wieder ein neues Thema eröffnen, wenn du den Wunsch verspürst, dich über etwas bestimmtes auszutauschen.",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
137,CO-FC-*-*-OPR-*,CO,DE,"Berater: ich hoffe ich höre wieder von dir, würde mich freuen!",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
138,CO-FC-*-*-OPR-*,CO,DE,"Berater: Lass dir das mal durch den Kopf gehen und wenn du noch Fragen hast oder dir was nicht klar ist, immer melden.",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
139,CO-FC-*-*-OPR-*,CO,DE,"Berater: Wenn du noch Fragen hast oder mal berichten willst, wie es gelaufen ist, melde dich doch einfach",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
140,CO-FC-*-*-OPR-*,CO,DE,"Berater: Wenn du wieder mal Probleme hast, dann kannst du gerne ein neues Thema eröffnen",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
141,CO-FC-*-*-OPR-*,CO,DE,"Berater: Wenn du willst, kannst du dich gerne wieder melden, damit man weiter darüber reden kann.",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
142,CO-FC-*-*-OPR-*,CO,DE,"Berater: Wie du auch weißt, bist du herzlich dazu eingeladen, wieder ein neues Forenthema zu eröffnen, wenn du magst.",Formalities for conclusion and farewell->Offer to use the counselor's professional resources
143,CO-FC-*-*-OPR-*,CO,DE,Berater: Wir freuen uns auf eine Antwort von dir!,Formalities for conclusion and farewell->Offer to use the counselor's professional resources
144,CO-FC-*-*-OPR-*,CO,DE,Berater: würde mich aber auch sehr freuen wenn du dich wieder melden würdest.,Formalities for conclusion and farewell->Offer to use the counselor's professional resources
145,CO-FC-*-*-OPR-*,CO,DE,Berater: würde mich freuen wieder von dir zu hören,Formalities for conclusion and farewell->Offer to use the counselor's professional resources
146,CO-FC-*-*-F-*,CO,DE,Berater: Alles Gute aus dem Forum,Formalities for conclusion and farewell->Farewell
147,CO-FC-*-*-F-*,CO,DE,Berater: Alles Gute und viel Kraft wünschen dir die Mitarbeiterinnen aus dem Forum,Formalities for conclusion and farewell->Farewell
148,CO-FC-*-*-F-*,CO,DE,"Berater: Alles Gute wünscht Dir, Frank",Formalities for conclusion and farewell->Farewell
149,CO-FC-*-*-F-*,CO,DE,"Berater: Alles Gute, Rosi",Formalities for conclusion and farewell->Farewell
150,CO-FC-*-*-F-*,CO,DE,Berater: Beste Grüße und viel Kraft!,Formalities for conclusion and farewell->Farewell
151,CO-FC-*-*-F-*,CO,DE,Berater: Dazu wünsche ich dir einen guten Austausch mit den Usern und viele gute Beiträge. Marie,Formalities for conclusion and farewell->Farewell
152,CO-FC-*-*-F-*,CO,DE,Berater: deine Jana :),Formalities for conclusion and farewell->Farewell
153,CO-FC-*-*-F-*,CO,DE,Berater: Dir einen schönen Restabend und gute Nacht Lea,Formalities for conclusion and farewell->Farewell
154,CO-FC-*-*-F-*,CO,DE,"Berater: Dir und auch den anderen hier noch einen schönen Sommer, liebe Grüße, Sophie",Formalities for conclusion and farewell->Farewell
155,CO-FC-*-*-F-*,CO,DE,Berater: eine gute Nacht! Sarah,Formalities for conclusion and farewell->Farewell
156,CO-FC-*-*-F-*,CO,DE,Berater: Ermutigende Grüße von Anna,Formalities for conclusion and farewell->Farewell
157,CO-FC-*-*-F-*,CO,DE,Berater: Ermutigende Grüße! Deine Florian,Formalities for conclusion and farewell->Farewell
158,CO-FC-*-*-F-*,CO,DE,"Berater: Es grüßt sie herzlich, Ihre Tim",Formalities for conclusion and farewell->Farewell
159,CO-FC-*-*-F-*,CO,DE,Berater: Grüße Tobias,Formalities for conclusion and farewell->Farewell
160,CO-FC-*-*-F-*,CO,DE,"Berater: Grüße, Marie",Formalities for conclusion and farewell->Farewell
161,CO-FC-*-*-F-*,CO,DE,Berater: Herzliche Grüße aus dem Norden,Formalities for conclusion and farewell->Farewell
162,CO-FC-*-*-F-*,CO,DE,Berater: Herzliche Grüße aus der Beratungsstelle München!,Formalities for conclusion and farewell->Farewell
163,CO-FC-*-*-F-*,CO,DE,"Berater: Herzliche Grüße, Sarah :)",Formalities for conclusion and farewell->Farewell
164,CO-FC-*-*-F-*,CO,DE,Berater: Herzlicher Gruß von Tim,Formalities for conclusion and farewell->Farewell
165,CO-FC-*-*-F-*,CO,DE,Berater: Ich hoffe dir weitergeholfen zu haben. Das war ein Sevice deiner Gewerkschaft!Dein Johanna,Formalities for conclusion and farewell->Farewell
166,CO-FC-*-*-F-*,CO,DE,"Berater: Ich wünsche Dir alles Gute, Marie",Formalities for conclusion and farewell->Farewell
167,CO-FC-*-*-F-*,CO,DE,"Berater: Ihnen alles Gute, Ihr Max",Formalities for conclusion and farewell->Farewell
168,CO-FC-*-*-F-*,CO,DE,Berater: Ihr Niklas,Formalities for conclusion and farewell->Farewell
169,CO-FC-*-*-F-*,CO,DE,Berater: In diesem Sinne alles Gute,Formalities for conclusion and farewell->Farewell
170,CO-FC-*-*-F-*,CO,DE,Berater: lG Emma,Formalities for conclusion and farewell->Farewell
171,CO-FC-*-*-F-*,CO,DE,Berater: Liebe Grüße Florian,Formalities for conclusion and farewell->Farewell
172,CO-FC-*-*-F-*,CO,DE,"Berater: Liebe Grüße Paul, Beraterin bei Julia",Formalities for conclusion and farewell->Farewell
173,CO-FC-*-*-F-*,CO,DE,Berater: Liebe Grüße Tobias. Tschüss!,Formalities for conclusion and farewell->Farewell
174,CO-FC-*-*-F-*,CO,DE,Berater: Liebe Grüße und einen schönen Tag Johanna,Formalities for conclusion and farewell->Farewell
175,CO-FC-*-*-F-*,CO,DE,Berater: Liebe Grüße vom Beratungsteam,Formalities for conclusion and farewell->Farewell
176,CO-FC-*-*-F-*,CO,DE,"Berater: Liebe Grüße, Jonas",Formalities for conclusion and farewell->Farewell
177,CO-FC-*-*-F-*,CO,DE,"Berater: Liebe Grüße, Julia Beraterin Tobias",Formalities for conclusion and farewell->Farewell
178,CO-FC-*-*-F-*,CO,DE,Berater: MfG Florian,Formalities for conclusion and farewell->Farewell
179,CO-FC-*-*-F-*,CO,DE,Berater: Mit lieben Grüßen Niklas,Formalities for conclusion and farewell->Farewell
180,CO-FC-*-*-F-*,CO,DE,Berater: Nun wünsche ich dir viele gute Beiträge hier im Forum und viel Rückhalt! Laura,Formalities for conclusion and farewell->Farewell
181,CO-FC-*-*-F-*,CO,DE,Berater: Seid alle herzlich gegrüßt und bis bald Niklas,Formalities for conclusion and farewell->Farewell
182,CO-FC-*-*-F-*,CO,DE,Berater: Viel Glück! Felix,Formalities for conclusion and farewell->Farewell
183,CO-FC-*-*-F-*,CO,DE,Berater: Viel Kraft und Mut wünschen dir die Beraterinnen aus dem Forum Felix,Formalities for conclusion and farewell->Farewell
184,CO-FC-*-*-F-*,CO,DE,Berater: Viele Grüße Florian,Formalities for conclusion and farewell->Farewell
185,CO-FC-*-*-F-*,CO,DE,Berater: Viele Grüße schickt dir Tim,Formalities for conclusion and farewell->Farewell
186,CO-FC-*-*-F-*,CO,DE,Berater: Viele Grüße schickt euch in alle Himmelsrichtungen Jonas,Formalities for conclusion and farewell->Farewell
187,CO-FC-*-*-F-*,CO,DE,Berater: Viele Grüße und alles Gute,Formalities for conclusion and farewell->Farewell
188,CO-FC-*-*-F-*,CO,DE,"Berater: Viele Grüße und auf bald, Niklas",Formalities for conclusion and farewell->Farewell
